GroupYSID,Quota,Signed
2022-1-0764-4344,85,66
2022-1-0764-4345,65,35
2022-1-0764-4346,65,24
2022-1-0765-4351,65,18
2022-1-0765-4352,65,15
2022-1-0765-4353,65,11
2022-1-0765-4354,65,6
2022-1-0766-4362,65,11
2022-1-0766-4356,65,4
2022-1-0766-4363,65,9
2022-1-0767-4364,65,5
2022-1-0767-4357,65,4
2022-1-0771-7117,60,3
2022-1-0773-7102,60,7
2022-1-0777-4347,65,13
2022-1-0779-4340,65,11
2022-1-0779-4341,65,2
2022-1-0781-7103,60,19
2022-1-0782-7105,60,11
2022-1-0783-7106,60,34
2022-1-0783-7108,60,12
2022-1-0783-7109,60,2
2022-1-0784-7110,60,5
2022-1-0784-7115,60,8
2022-1-0784-7112,60,1
2022-1-0784-7113,60,4
2022-1-0784-7116,60,16
2022-1-0790-7114,60,15
2022-1-0795-5586,15,8
2022-1-0795-5595,15,2
2022-1-0795-5584,60,43
2022-1-0795-5587,60,43
2022-1-0795-5589,15,4
2022-1-0795-5205,15,12
2022-1-0795-5588,60,33
2022-1-0796-5490,25,15
2022-1-0796-5495,25,8
2022-1-0796-5497,25,10
2022-1-0796-5356,25,2
2022-1-0796-5492,25,10
2022-1-0797-5590,25,7
2022-1-0797-5438,25,12
2022-1-0797-5556,25,19
2022-1-0797-5591,25,11
2022-1-0798-5557,15,14
2022-1-0798-5558,15,1
2022-1-0798-5592,15,12
2022-1-0798-5585,15,7
2022-1-0798-5610,30,25
2022-1-0799-5593,25,9
2022-1-0799-5559,25,23
2022-1-0799-5660,25,20
2022-1-0799-5206,25,4
2022-1-0800-7104,60,19
2022-1-0803-7013,60,13
2022-1-0811-7101,60,2
2022-1-0814-7015,60,4
2022-1-0816-7095,60,5
2022-1-0817-7009,60,30
2022-1-0817-7010,60,55
2022-1-0820-7014,60,4
2022-1-0822-7097,60,28
2022-1-0827-8295,50,39
2022-1-0827-8296,40,18
2022-1-0827-8432,40,16
2022-1-0827-8298,55,39
2022-1-0827-8299,40,32
2022-1-0827-8444,5,1
2022-1-0828-8300,52,32
2022-1-0828-8448,40,4
2022-1-0828-8301,41,36
2022-1-0828-8302,40,33
2022-1-0828-8303,40,5
2022-1-0828-8304,40,13
2022-1-0829-8305,40,26
2022-1-0829-8306,45,34
2022-1-0829-8307,40,32
2022-1-0829-8308,55,53
2022-1-0830-8309,20,19
2022-1-0830-8310,20,20
2022-1-0830-8311,20,18
2022-1-0830-8312,20,15
2022-1-0830-8313,20,19
2022-1-0831-5493,30,23
2022-1-0831-5207,25,2
2022-1-0831-5594,25,19
2022-1-0831-5491,25,21
2022-1-0832-5208,25,22
2022-1-0832-5669,25,4
2022-1-0836-1184,15,8
2022-1-0838-6020,30,25
2022-1-0840-4211,65,42
2022-1-0840-4212,65,32
2022-1-0840-4213,65,49
2022-1-0840-4214,90,72
2022-1-0840-4215,65,21
2022-1-0840-4216,65,3
2022-1-0840-4217,125,101
2022-1-0840-4218,65,46
2022-1-0840-4219,65,24
2022-1-0840-4220,65,50
2022-1-0840-4221,65,15
2022-1-0840-4222,65,43
2022-1-0840-4223,65,15
2022-1-0845-3044,10,10
2022-1-0848-3028,10,1
2022-1-0848-3029,10,2
2022-1-0848-3030,10,1
2022-1-0848-3053,10,9
2022-1-0849-3066,10,1
2022-1-0851-3025,10,1
2022-1-0851-3026,10,7
2022-1-0851-3063,10,4
2022-1-0852-3047,10,6
2022-1-0852-3048,10,4
2022-1-0854-3054,10,3
2022-1-0858-9261,60,18
2022-1-0861-9263,60,22
2022-1-0863-9275,60,14
2022-1-0863-9277,70,75
2022-1-0864-9279,60,20
2022-1-0865-9264,60,34
2022-1-0865-9265,60,20
2022-1-0866-9268,60,6
2022-1-0866-9318,60,14
2022-1-0866-9319,60,13
2022-1-0868-9271,60,11
2022-1-0868-9273,80,44
2022-1-0872-9283,60,21
2022-1-0873-9286,60,33
2022-1-0873-9274,60,6
2022-1-0891-9284,60,47
2022-1-0891-9128,60,32
2022-1-0892-1198,0,2
2022-1-0898-6011,30,17
2022-1-0898-6012,30,3
2022-1-0899-6029,25,23
2022-1-0900-8314,40,21
2022-1-0900-8315,40,21
2022-1-0900-8316,63,57
2022-1-0900-8317,40,20
2022-1-0900-8318,40,4
2022-1-0901-8319,20,13
2022-1-0901-8320,20,18
2022-1-0901-8321,20,18
2022-1-0901-8424,20,15
2022-1-0901-8322,20,19
2022-1-0901-8323,20,17
2022-1-0909-8335,40,2
2022-1-0910-8341,40,8
2022-1-0912-8343,40,8
2022-1-0917-8368,40,7
2022-1-0919-6024,35,31
2022-1-0919-6014,35,1
2022-1-0920-6015,35,4
2022-1-0920-6016,35,7
2022-1-0921-1236,0,20
2022-1-0921-1237,0,4
2022-1-0921-3073,0,9
2022-1-0921-3074,0,15
2022-1-0921-4387,0,4
2022-1-0921-5696,0,26
2022-1-0921-5697,0,22
2022-1-0921-7130,0,70
2022-1-0921-8460,0,7
2022-1-0921-9350,0,137
2022-1-0921-9351,0,76
2022-1-0921-9352,0,8
2022-1-0921-9353,0,43
2022-1-0921-9354,0,69
2022-1-0921-9355,0,13
2022-1-0921-9356,0,93
2022-1-0921-9357,0,45
2022-1-0921-9358,0,42
2022-1-0921-9359,0,53
2022-1-0921-9360,81,65
2022-1-0921-9361,0,55
2022-1-0921-9362,0,29
2022-1-0921-9363,0,20
2022-1-0921-9364,0,7
2022-1-0921-9378,0,75
2022-1-0922-6017,30,15
2022-1-0922-6018,30,13
2022-1-0922-6026,30,4
2022-1-0923-3075,0,4
2022-1-0923-3076,0,9
2022-1-0923-4388,0,15
2022-1-0923-5698,0,22
2022-1-0923-7129,0,70
2022-1-0923-8461,0,40
2022-1-0923-8462,0,21
2022-1-0923-8463,0,18
2022-1-0923-8464,0,4
2022-1-0923-8465,0,27
2022-1-0923-9365,0,47
2022-1-0923-9366,0,137
2022-1-0923-9367,0,36
2022-1-0923-9368,0,76
2022-1-0923-9369,0,27
2022-1-0923-9370,0,67
2022-1-0923-9371,0,69
2022-1-0923-9372,0,61
2022-1-0923-9373,0,82
2022-1-0923-9374,0,93
2022-1-0923-9375,0,55
2022-1-0923-9377,0,53
2022-1-0924-6019,30,14
2022-1-0924-6030,30,1
2022-1-0924-6034,30,8
2022-1-0929-4332,65,6
2022-1-0929-4333,65,30
2022-1-0930-6022,30,6
2022-1-0931-6023,30,2
2022-1-0937-4348,65,3
2022-1-0941-4382,65,13
2022-1-0941-4343,65,5
2022-1-0946-9137,60,29
2022-1-0946-9139,60,34
2022-1-0947-4330,65,21
2022-1-0947-4331,65,14
2022-1-0951-5398,25,21
2022-1-0954-4292,65,10
2022-1-0975-4288,65,4
2022-1-0975-4289,65,11
2022-1-0977-4300,65,2
2022-1-0977-4301,65,4
2022-1-0982-4293,65,14
2022-1-0982-4294,65,13
2022-1-0983-4295,65,19
2022-1-0984-4322,65,7
2022-1-0984-4323,65,4
2022-1-0987-4296,65,24
2022-1-0988-4319,65,10
2022-1-0988-4320,65,15
2022-1-0988-4321,65,7
2022-1-0991-9280,60,20
2022-1-1000-5182,25,3
2022-1-1001-5486,25,13
2022-1-1002-5183,25,19
2022-1-1003-5644,25,5
2022-1-1004-5185,25,8
2022-1-1005-5426,25,15
2022-1-1006-5186,25,11
2022-1-1007-5539,40,28
2022-1-1008-5538,25,17
2022-1-1010-5543,30,10
2022-1-1013-5187,25,8
2022-1-1014-5542,25,14
2022-1-1017-5428,25,17
2022-1-1018-5190,25,15
2022-1-1019-5191,30,19
2022-1-1022-5429,25,4
2022-1-1026-5435,25,24
2022-1-1028-5601,25,3
2022-1-1030-5547,30,16
2022-1-1031-5193,25,10
2022-1-1033-5395,25,5
2022-1-1036-5372,25,7
2022-1-1037-5550,25,24
2022-1-1038-5583,25,19
2022-1-1040-5202,25,14
2022-1-1042-5397,25,21
2022-1-1043-5552,35,31
2022-1-1044-5485,25,10
2022-1-1045-5555,25,18
2022-1-1049-5667,105,75
2022-1-1050-9114,60,36
2022-1-1050-9115,60,45
2022-1-1054-9127,60,44
2022-1-1055-9117,60,27
2022-1-1056-9136,60,29
2022-1-1056-9138,60,34
2022-1-1057-9285,60,18
2022-1-1057-9113,60,11
2022-1-1090-5488,30,30
2022-1-1091-4384,0,10
2022-1-1092-5203,25,9
2022-1-1093-5498,25,21
2022-1-1096-8344,40,7
2022-1-1099-8326,40,28
2022-1-1099-8330,40,36
2022-1-1100-5000,27,24
2022-1-1100-5001,27,27
2022-1-1100-5002,29,26
2022-1-1100-5003,29,28
2022-1-1100-5004,27,30
2022-1-1100-5005,27,26
2022-1-1100-5006,30,27
2022-1-1100-5007,27,24
2022-1-1100-5008,27,22
2022-1-1100-5009,27,26
2022-1-1100-5010,27,27
2022-1-1100-5011,27,29
2022-1-1100-5012,29,27
2022-1-1100-5013,27,25
2022-1-1100-5014,27,27
2022-1-1100-5015,27,25
2022-1-1100-5016,27,22
2022-1-1100-5017,27,26
2022-1-1100-5018,27,23
2022-1-1100-5019,27,23
2022-1-1100-5020,27,25
2022-1-1100-5021,27,25
2022-1-1101-5399,30,40
2022-1-1101-5400,42,36
2022-1-1101-5401,45,35
2022-1-1101-5402,30,38
2022-1-1101-5403,30,39
2022-1-1101-5404,42,39
2022-1-1101-5405,30,34
2022-1-1101-5406,44,39
2022-1-1101-5407,30,31
2022-1-1101-5408,33,29
2022-1-1101-5409,30,36
2022-1-1101-5410,30,34
2022-1-1101-5411,30,28
2022-1-1101-5412,30,26
2022-1-1101-5413,30,33
2022-1-1101-5414,30,36
2022-1-1102-5611,25,26
2022-1-1102-5612,25,26
2022-1-1102-5613,25,25
2022-1-1102-5614,25,25
2022-1-1102-5615,31,28
2022-1-1102-5616,30,18
2022-1-1102-5621,25,7
2022-1-1102-5622,25,30
2022-1-1102-5623,25,21
2022-1-1102-5624,28,27
2022-1-1102-5625,30,28
2022-1-1102-5643,25,17
2022-1-1102-5626,25,24
2022-1-1102-5627,25,18
2022-1-1102-5628,25,27
2022-1-1102-5630,25,24
2022-1-1102-5631,25,25
2022-1-1102-5642,25,26
2022-1-1102-5632,28,23
2022-1-1102-5620,25,21
2022-1-1102-5629,25,25
2022-1-1102-5619,30,22
2022-1-1102-5618,28,24
2022-1-1103-5022,54,48
2022-1-1103-5023,40,36
2022-1-1103-5024,40,24
2022-1-1103-5025,40,28
2022-1-1103-5026,40,20
2022-1-1103-5027,51,50
2022-1-1103-5028,40,32
2022-1-1103-5029,50,46
2022-1-1103-5030,40,34
2022-1-1103-5031,40,36
2022-1-1103-5032,50,37
2022-1-1103-5033,40,27
2022-1-1103-5034,40,21
2022-1-1103-5035,40,37
2022-1-1103-5036,40,42
2022-1-1103-5037,40,28
2022-1-1103-5038,40,25
2022-1-1104-5447,27,25
2022-1-1104-5448,27,24
2022-1-1104-5449,27,27
2022-1-1104-5450,27,21
2022-1-1104-5451,27,19
2022-1-1104-5452,27,24
2022-1-1104-5453,27,26
2022-1-1104-5454,27,25
2022-1-1104-5455,27,27
2022-1-1104-5456,27,25
2022-1-1104-5457,27,27
2022-1-1104-5458,27,21
2022-1-1104-5459,27,27
2022-1-1104-5460,30,28
2022-1-1104-5461,27,24
2022-1-1104-5462,29,27
2022-1-1104-5463,27,27
2022-1-1104-5464,27,26
2022-1-1104-5465,27,23
2022-1-1104-5466,27,26
2022-1-1104-5467,30,22
2022-1-1104-5468,27,28
2022-1-1108-9005,60,17
2022-1-1108-9006,60,12
2022-1-1108-9007,90,93
2022-1-1108-9008,85,69
2022-1-1108-9009,60,13
2022-1-1108-9010,60,49
2022-1-1108-9012,65,56
2022-1-1109-9230,60,47
2022-1-1109-9234,65,64
2022-1-1109-9236,65,64
2022-1-1109-9238,60,54
2022-1-1109-9240,70,69
2022-1-1115-1218,5,3
2022-1-1118-1056,60,53
2022-1-1118-1058,60,51
2022-1-1118-1060,60,45
2022-1-1118-1062,60,15
2022-1-1122-9001,71,56
2022-1-1122-9003,56,44
2022-1-1123-7016,60,31
2022-1-1123-7018,60,58
2022-1-1123-7020,60,27
2022-1-1123-7022,60,38
2022-1-1123-7024,60,10
2022-1-1124-7118,55,52
2022-1-1124-7119,55,44
2022-1-1124-7120,55,55
2022-1-1125-7026,60,44
2022-1-1125-7028,60,35
2022-1-1125-7030,60,37
2022-1-1125-7032,60,27
2022-1-1125-7034,60,44
2022-1-1125-7036,60,7
2022-1-1126-1057,60,53
2022-1-1126-1059,60,51
2022-1-1126-1061,60,45
2022-1-1126-1063,60,15
2022-1-1130-8074,69,61
2022-1-1130-8076,40,57
2022-1-1130-8078,40,51
2022-1-1130-8080,100,84
2022-1-1130-8082,40,38
2022-1-1130-8084,61,52
2022-1-1130-8086,40,36
2022-1-1130-8088,45,41
2022-1-1130-8090,45,42
2022-1-1130-8092,60,48
2022-1-1131-8000,65,43
2022-1-1131-8001,88,56
2022-1-1131-8002,65,47
2022-1-1131-8003,150,76
2022-1-1131-8004,165,106
2022-1-1131-8005,85,56
2022-1-1131-8006,65,48
2022-1-1131-8007,65,49
2022-1-1131-8008,65,43
2022-1-1131-8009,65,49
2022-1-1131-8010,65,45
2022-1-1131-8011,150,65
2022-1-1131-8012,65,23
2022-1-1131-8013,65,31
2022-1-1131-8014,65,44
2022-1-1131-8015,65,7
2022-1-1131-8016,90,17
2022-1-1131-8017,65,31
2022-1-1131-8018,65,44
2022-1-1131-8019,65,55
2022-1-1131-8020,65,55
2022-1-1131-8021,65,28
2022-1-1131-8022,65,44
2022-1-1131-8023,65,52
2022-1-1131-8024,65,41
2022-1-1131-8025,65,45
2022-1-1131-8026,65,40
2022-1-1131-8027,65,49
2022-1-1131-8028,65,57
2022-1-1131-8029,65,47
2022-1-1132-3057,40,27
2022-1-1132-3058,40,21
2022-1-1133-3000,40,28
2022-1-1133-3001,40,23
2022-1-1134-3021,12,9
2022-1-1134-3022,12,7
2022-1-1134-3050,12,9
2022-1-1134-3023,12,6
2022-1-1134-3024,12,7
2022-1-1134-3049,12,8
2022-1-1135-9289,55,37
2022-1-1135-9290,55,48
2022-1-1135-9291,55,36
2022-1-1135-9292,55,51
2022-1-1135-9293,55,53
2022-1-1135-9294,55,33
2022-1-1135-9295,55,50
2022-1-1135-9296,55,36
2022-1-1135-9297,55,49
2022-1-1135-9298,55,53
2022-1-1200-5675,28,23
2022-1-1200-5039,28,15
2022-1-1200-5676,28,28
2022-1-1200-5040,28,26
2022-1-1200-5691,28,21
2022-1-1200-5041,28,28
2022-1-1200-5692,28,4
2022-1-1201-5654,30,8
2022-1-1201-5042,30,25
2022-1-1201-5689,30,11
2022-1-1201-5655,30,23
2022-1-1201-5043,32,27
2022-1-1201-5044,33,29
2022-1-1201-5045,30,24
2022-1-1201-5046,35,29
2022-1-1201-5661,30,26
2022-1-1201-5047,30,27
2022-1-1202-5681,40,11
2022-1-1202-5048,51,36
2022-1-1202-5682,40,13
2022-1-1202-5049,45,27
2022-1-1202-5633,40,35
2022-1-1202-5683,40,6
2022-1-1202-5050,50,34
2022-1-1203-5652,30,29
2022-1-1203-5439,30,24
2022-1-1203-5440,30,10
2022-1-1203-5441,30,22
2022-1-1203-5442,30,23
2022-1-1203-5443,30,27
2022-1-1203-5444,30,20
2022-1-1203-5445,30,26
2022-1-1203-5653,30,21
2022-1-1203-5446,30,25
2022-1-1204-5645,33,30
2022-1-1204-5477,30,27
2022-1-1204-5478,30,25
2022-1-1204-5479,30,17
2022-1-1204-5480,30,28
2022-1-1204-5481,31,24
2022-1-1204-5482,30,27
2022-1-1204-5483,30,14
2022-1-1204-5484,30,26
2022-1-1208-9002,71,56
2022-1-1208-9004,56,44
2022-1-1209-9147,60,14
2022-1-1209-9149,90,59
2022-1-1209-9151,60,30
2022-1-1209-9153,60,11
2022-1-1216-1064,60,8
2022-1-1216-1066,60,49
2022-1-1216-1068,60,22
2022-1-1216-1070,60,15
2022-1-1218-1204,30,6
2022-1-1219-1072,30,2
2022-1-1222-7038,60,43
2022-1-1222-7040,53,25
2022-1-1222-7042,70,28
2022-1-1223-7121,55,36
2022-1-1226-1065,60,8
2022-1-1226-1067,60,49
2022-1-1226-1069,60,22
2022-1-1226-1071,60,15
2022-1-1230-3051,41,34
2022-1-1231-8054,150,90
2022-1-1231-8055,65,31
2022-1-1231-8056,85,58
2022-1-1231-8057,145,95
2022-1-1231-8058,65,35
2022-1-1231-8059,75,60
2022-1-1231-8060,175,141
2022-1-1231-8061,65,45
2022-1-1231-8434,92,74
2022-1-1231-8437,65,24
2022-1-1231-8438,65,13
2022-1-1231-8439,65,19
2022-1-1232-8030,65,3
2022-1-1232-8031,65,53
2022-1-1232-8032,175,142
2022-1-1232-8033,65,50
2022-1-1232-8034,95,68
2022-1-1232-8035,70,50
2022-1-1232-8036,65,49
2022-1-1232-8037,115,101
2022-1-1232-8038,70,61
2022-1-1232-8039,65,44
2022-1-1232-8040,65,47
2022-1-1232-8041,65,41
2022-1-1232-8042,65,23
2022-1-1232-8043,65,52
2022-1-1232-8044,65,58
2022-1-1232-8045,65,32
2022-1-1232-8046,65,24
2022-1-1232-8047,90,73
2022-1-1232-8048,65,69
2022-1-1232-8049,85,74
2022-1-1232-8050,72,65
2022-1-1232-8051,90,79
2022-1-1232-8052,65,56
2022-1-1232-8053,65,31
2022-1-1235-9299,60,51
2022-1-1235-9300,60,54
2022-1-1236-9146,60,14
2022-1-1236-9148,90,59
2022-1-1236-9150,60,30
2022-1-1236-9152,60,11
2022-1-1237-6031,50,4
2022-1-1237-6035,40,11
2022-1-1300-5687,26,16
2022-1-1300-5051,26,18
2022-1-1300-5052,26,18
2022-1-1300-5053,26,22
2022-1-1300-5054,26,22
2022-1-1300-5055,26,25
2022-1-1300-5688,26,21
2022-1-1300-5056,26,26
2022-1-1300-5057,26,24
2022-1-1300-5058,26,23
2022-1-1300-5059,30,24
2022-1-1300-5060,26,19
2022-1-1300-5061,26,18
2022-1-1300-5062,30,24
2022-1-1300-5063,26,20
2022-1-1300-5064,26,18
2022-1-1300-5065,26,24
2022-1-1300-5066,26,22
2022-1-1301-5084,25,23
2022-1-1301-5085,25,25
2022-1-1301-5086,25,23
2022-1-1301-5087,25,24
2022-1-1301-5088,26,24
2022-1-1301-5089,25,23
2022-1-1301-5090,25,22
2022-1-1301-5091,25,25
2022-1-1301-5092,25,25
2022-1-1301-5093,27,21
2022-1-1301-5095,25,18
2022-1-1301-5096,30,21
2022-1-1301-5097,25,24
2022-1-1301-5098,25,17
2022-1-1301-5099,25,23
2022-1-1302-5100,25,21
2022-1-1302-5102,25,23
2022-1-1302-5103,25,16
2022-1-1302-5104,30,21
2022-1-1302-5105,25,22
2022-1-1302-5106,25,20
2022-1-1302-5107,25,24
2022-1-1302-5108,25,23
2022-1-1302-5109,25,25
2022-1-1302-5110,25,6
2022-1-1302-5111,25,23
2022-1-1302-5112,25,22
2022-1-1302-5113,25,22
2022-1-1302-5114,25,20
2022-1-1302-5115,25,22
2022-1-1302-5116,25,24
2022-1-1302-5117,25,13
2022-1-1303-5656,25,19
2022-1-1303-5150,25,23
2022-1-1303-5657,25,12
2022-1-1303-5151,25,9
2022-1-1303-5152,25,20
2022-1-1303-5153,25,23
2022-1-1303-5154,25,18
2022-1-1303-5155,25,21
2022-1-1303-5328,25,11
2022-1-1303-5329,25,21
2022-1-1304-5373,30,25
2022-1-1304-5374,30,28
2022-1-1304-5375,30,29
2022-1-1304-5376,30,29
2022-1-1304-5377,31,29
2022-1-1304-5378,30,26
2022-1-1304-5379,30,30
2022-1-1304-5380,30,25
2022-1-1304-5381,30,27
2022-1-1304-5596,30,30
2022-1-1304-5382,30,28
2022-1-1304-5383,30,16
2022-1-1308-9030,60,42
2022-1-1308-9031,60,37
2022-1-1308-9032,60,33
2022-1-1308-9033,65,58
2022-1-1308-9034,60,57
2022-1-1308-9035,60,53
2022-1-1308-9036,60,54
2022-1-1308-9037,60,52
2022-1-1308-9038,60,53
2022-1-1315-1073,30,7
2022-1-1315-1075,30,12
2022-1-1317-1079,30,7
2022-1-1317-1081,30,4
2022-1-1318-1083,60,40
2022-1-1318-1087,60,29
2022-1-1319-1090,30,4
2022-1-1319-1091,30,7
2022-1-1322-7122,40,39
2022-1-1322-7123,40,20
2022-1-1323-7044,60,25
2022-1-1323-7045,60,46
2022-1-1323-7046,60,17
2022-1-1326-1084,60,40
2022-1-1326-1088,60,29
2022-1-1330-3002,55,43
2022-1-1330-3003,40,5
2022-1-1331-3004,40,13
2022-1-1331-3005,40,22
2022-1-1332-3059,45,37
2022-1-1333-3033,25,17
2022-1-1333-3034,25,15
2022-1-1333-3035,25,13
2022-1-1334-3006,40,26
2022-1-1334-3007,40,20
2022-1-1335-9154,60,21
2022-1-1335-9155,60,48
2022-1-1335-9157,60,39
2022-1-1335-9158,60,12
2022-1-1335-9159,90,66
2022-1-1335-9322,100,64
2022-1-1335-9160,60,13
2022-1-1335-9161,90,62
2022-1-1335-9162,60,38
2022-1-1335-9163,60,28
2022-1-1336-9301,45,41
2022-1-1336-9302,45,40
2022-1-1336-9303,50,44
2022-1-1336-9304,45,44
2022-1-1336-9305,45,43
2022-1-1337-6027,40,35
2022-1-1400-5118,26,14
2022-1-1400-5119,26,21
2022-1-1400-5659,26,11
2022-1-1400-5658,26,14
2022-1-1400-5120,26,14
2022-1-1400-5121,26,11
2022-1-1400-5122,26,16
2022-1-1400-5123,26,20
2022-1-1400-5124,26,25
2022-1-1400-5125,26,20
2022-1-1400-5126,26,19
2022-1-1400-5127,26,17
2022-1-1400-5128,26,21
2022-1-1401-5129,25,15
2022-1-1401-5130,25,19
2022-1-1401-5131,25,16
2022-1-1401-5650,25,22
2022-1-1401-5132,25,5
2022-1-1401-5133,25,24
2022-1-1401-5134,25,25
2022-1-1401-5135,25,17
2022-1-1401-5651,25,6
2022-1-1401-5136,25,22
2022-1-1401-5137,25,23
2022-1-1402-5067,25,18
2022-1-1402-5068,25,22
2022-1-1402-5069,25,23
2022-1-1402-5070,25,18
2022-1-1402-5071,25,24
2022-1-1402-5072,25,25
2022-1-1402-5073,25,25
2022-1-1402-5074,25,24
2022-1-1402-5075,25,25
2022-1-1402-5076,25,26
2022-1-1402-5077,25,21
2022-1-1402-5079,25,25
2022-1-1402-5080,25,23
2022-1-1402-5081,25,19
2022-1-1402-5082,25,24
2022-1-1402-5355,25,24
2022-1-1402-5083,25,8
2022-1-1403-5138,25,21
2022-1-1403-5139,25,17
2022-1-1403-5647,25,18
2022-1-1403-5141,25,19
2022-1-1403-5143,25,18
2022-1-1403-5144,25,24
2022-1-1403-5145,25,12
2022-1-1403-5146,25,9
2022-1-1403-5648,25,23
2022-1-1403-5147,25,25
2022-1-1403-5148,25,18
2022-1-1404-5664,30,25
2022-1-1404-5415,30,26
2022-1-1404-5416,30,19
2022-1-1404-5417,30,24
2022-1-1404-5665,30,24
2022-1-1404-5418,30,26
2022-1-1404-5419,30,5
2022-1-1404-5420,30,28
2022-1-1404-5421,30,28
2022-1-1404-5422,30,25
2022-1-1404-5423,30,24
2022-1-1404-5424,30,28
2022-1-1404-5425,30,22
2022-1-1405-5358,30,19
2022-1-1405-5359,30,27
2022-1-1405-5360,30,28
2022-1-1405-5361,30,26
2022-1-1405-5362,30,28
2022-1-1405-5363,30,28
2022-1-1405-5364,30,13
2022-1-1405-5365,30,28
2022-1-1405-5366,30,27
2022-1-1405-5367,30,24
2022-1-1405-5368,30,26
2022-1-1405-5369,30,29
2022-1-1405-5370,30,30
2022-1-1408-9039,60,6
2022-1-1408-9040,60,37
2022-1-1408-9041,80,59
2022-1-1408-9042,60,42
2022-1-1415-1092,30,21
2022-1-1415-1199,30,23
2022-1-1416-1093,30,24
2022-1-1416-1229,30,8
2022-1-1417-1094,60,25
2022-1-1417-1096,60,12
2022-1-1417-1098,60,23
2022-1-1417-1100,67,60
2022-1-1418-1102,30,17
2022-1-1419-1221,35,30
2022-1-1419-1103,30,15
2022-1-1425-7047,60,30
2022-1-1425-7049,70,48
2022-1-1425-7051,60,14
2022-1-1426-7124,40,20
2022-1-1427-7053,60,38
2022-1-1427-7055,60,5
2022-1-1427-7057,55,39
2022-1-1428-7059,60,44
2022-1-1428-7063,60,6
2022-1-1429-1095,60,25
2022-1-1429-1097,60,12
2022-1-1429-1099,60,23
2022-1-1429-1101,67,60
2022-1-1430-3055,30,12
2022-1-1431-8062,100,77
2022-1-1431-8063,65,28
2022-1-1431-8064,65,17
2022-1-1431-8065,65,16
2022-1-1431-8066,65,45
2022-1-1431-8067,65,41
2022-1-1431-8068,65,56
2022-1-1431-8069,65,4
2022-1-1431-8070,65,51
2022-1-1431-8071,65,10
2022-1-1431-8072,85,74
2022-1-1431-8440,85,54
2022-1-1431-8441,105,91
2022-1-1432-3065,20,3
2022-1-1435-3052,40,26
2022-1-1436-9306,40,37
2022-1-1436-9307,40,35
2022-1-1436-9308,40,37
2022-1-1436-9320,40,27
2022-1-1500-5156,22,20
2022-1-1500-5157,22,18
2022-1-1500-5158,22,22
2022-1-1500-5159,22,22
2022-1-1500-5161,25,18
2022-1-1500-5162,22,20
2022-1-1500-5164,22,9
2022-1-1500-5165,22,19
2022-1-1500-5166,22,17
2022-1-1500-5167,22,18
2022-1-1500-5168,22,15
2022-1-1500-5663,22,21
2022-1-1500-5169,22,18
2022-1-1501-5330,25,11
2022-1-1501-5331,25,17
2022-1-1501-5332,25,11
2022-1-1501-5333,25,6
2022-1-1501-5334,25,16
2022-1-1501-5668,25,9
2022-1-1501-5335,25,24
2022-1-1501-5336,25,13
2022-1-1501-5337,25,22
2022-1-1501-5338,25,12
2022-1-1501-5339,25,19
2022-1-1501-5341,25,7
2022-1-1501-5342,25,18
2022-1-1501-5343,25,22
2022-1-1501-5344,25,7
2022-1-1502-5666,25,24
2022-1-1502-5345,25,25
2022-1-1502-5346,25,21
2022-1-1502-5347,25,24
2022-1-1502-5348,25,21
2022-1-1502-5349,30,23
2022-1-1502-5350,25,18
2022-1-1502-5351,25,21
2022-1-1502-5352,25,21
2022-1-1502-5353,25,25
2022-1-1502-5354,25,22
2022-1-1503-5210,0,13
2022-1-1503-5216,0,3
2022-1-1503-5224,0,5
2022-1-1503-5227,0,6
2022-1-1503-5229,0,3
2022-1-1503-5238,0,3
2022-1-1503-5251,0,5
2022-1-1503-5253,0,12
2022-1-1503-5260,0,5
2022-1-1503-5267,0,3
2022-1-1503-5269,0,7
2022-1-1503-5293,0,3
2022-1-1503-5295,0,4
2022-1-1503-5308,0,7
2022-1-1503-5310,0,11
2022-1-1503-5313,0,3
2022-1-1503-5315,0,8
2022-1-1503-5321,0,3
2022-1-1503-5502,0,7
2022-1-1503-5504,0,10
2022-1-1503-5512,0,5
2022-1-1503-5516,0,3
2022-1-1503-5529,0,7
2022-1-1503-5531,0,6
2022-1-1503-5533,0,6
2022-1-1503-5560,0,7
2022-1-1503-5578,0,4
2022-1-1503-5599,0,4
2022-1-1503-5602,0,4
2022-1-1503-5605,0,4
2022-1-1503-5607,0,6
2022-1-1503-5635,0,6
2022-1-1503-5636,0,3
2022-1-1503-5640,0,7
2022-1-1503-5673,0,5
2022-1-1503-5677,0,4
2022-1-1506-9050,60,11
2022-1-1506-9052,60,19
2022-1-1506-9054,60,54
2022-1-1506-9056,60,48
2022-1-1506-9058,60,20
2022-1-1506-9060,60,49
2022-1-1508-9062,60,11
2022-1-1508-9063,95,48
2022-1-1508-9064,90,77
2022-1-1508-9065,90,85
2022-1-1508-9066,60,46
2022-1-1508-9067,90,69
2022-1-1515-1104,30,24
2022-1-1515-1105,30,16
2022-1-1515-1107,30,15
2022-1-1515-1108,30,6
2022-1-1515-1211,5,3
2022-1-1516-1109,30,2
2022-1-1516-1110,30,16
2022-1-1516-1111,30,6
2022-1-1516-1112,30,26
2022-1-1516-1113,30,11
2022-1-1516-1114,30,6
