GroupYSID,Quota,Signed
2022-1-1516-1212,5,4
2022-1-1517-1122,30,7
2022-1-1517-1123,30,29
2022-1-1517-1124,30,13
2022-1-1517-1213,5,3
2022-1-1519-1129,30,23
2022-1-1519-1130,30,15
2022-1-1519-1215,5,3
2022-1-1520-1226,30,17
2022-1-1520-1133,30,19
2022-1-1520-1214,5,3
2022-1-1521-1140,30,7
2022-1-1522-1145,30,9
2022-1-1523-1152,30,11
2022-1-1524-1153,30,3
2022-1-1524-1154,30,22
2022-1-1524-1155,30,2
2022-1-1526-1164,30,6
2022-1-1527-1169,30,7
2022-1-1527-1170,30,7
2022-1-1528-3008,40,23
2022-1-1528-3009,40,17
2022-1-1529-8263,50,25
2022-1-1529-8267,40,32
2022-1-1529-8269,40,22
2022-1-1529-8271,40,15
2022-1-1529-8273,60,50
2022-1-1529-8275,40,27
2022-1-1529-8277,40,28
2022-1-1529-8279,40,36
2022-1-1530-3060,40,30
2022-1-1531-3061,71,20
2022-1-1531-8213,60,26
2022-1-1531-8216,40,6
2022-1-1531-8219,50,44
2022-1-1531-8222,40,11
2022-1-1531-8225,60,18
2022-1-1531-8228,40,24
2022-1-1531-8231,40,14
2022-1-1532-7065,60,45
2022-1-1532-7067,60,26
2022-1-1532-7069,60,7
2022-1-1533-7071,60,57
2022-1-1533-7072,60,6
2022-1-1533-7073,60,9
2022-1-1534-7074,60,7
2022-1-1534-7076,70,70
2022-1-1534-7078,60,11
2022-1-1535-7125,40,10
2022-1-1535-7126,40,22
2022-1-1536-7080,60,22
2022-1-1536-7082,65,59
2022-1-1536-7084,60,6
2022-1-1539-9198,60,5
2022-1-1539-9199,60,14
2022-1-1539-9200,60,29
2022-1-1539-9201,85,82
2022-1-1539-9202,60,53
2022-1-1539-9203,60,17
2022-1-1539-9204,60,35
2022-1-1539-9205,80,67
2022-1-1540-9164,60,24
2022-1-1540-9166,60,61
2022-1-1540-9168,60,23
2022-1-1540-9170,60,7
2022-1-1540-9172,60,52
2022-1-1540-9174,70,76
2022-1-1540-9176,81,65
2022-1-1540-9178,60,25
2022-1-1541-9180,60,3
2022-1-1541-9182,60,35
2022-1-1541-9184,60,57
2022-1-1541-9186,85,59
2022-1-1541-9188,95,79
2022-1-1541-9190,60,29
2022-1-1541-9192,60,51
2022-1-1541-9194,85,57
2022-1-1541-9196,60,44
2022-1-1600-5672,25,13
2022-1-1600-5170,25,24
2022-1-1600-5171,25,21
2022-1-1600-5172,25,11
2022-1-1600-5173,25,19
2022-1-1600-5174,25,16
2022-1-1600-5175,25,23
2022-1-1600-5177,25,11
2022-1-1600-5178,25,24
2022-1-1600-5179,25,13
2022-1-1600-5180,25,23
2022-1-1600-5181,25,12
2022-1-1601-5384,30,29
2022-1-1601-5385,31,27
2022-1-1601-5386,30,26
2022-1-1601-5387,30,15
2022-1-1601-5388,30,25
2022-1-1601-5389,35,30
2022-1-1601-5390,30,28
2022-1-1601-5391,30,17
2022-1-1601-5392,30,12
2022-1-1601-5670,30,20
2022-1-1601-5394,30,26
2022-1-1602-5469,25,22
2022-1-1602-5470,25,24
2022-1-1602-5471,25,24
2022-1-1602-5472,25,22
2022-1-1602-5473,25,21
2022-1-1602-5475,30,21
2022-1-1602-5476,25,20
2022-1-1603-5209,0,6
2022-1-1603-5212,0,0
2022-1-1603-5214,0,5
2022-1-1603-5217,0,3
2022-1-1603-5222,0,6
2022-1-1603-5225,0,0
2022-1-1603-5228,0,5
2022-1-1603-5230,0,0
2022-1-1603-5232,0,4
2022-1-1603-5236,0,4
2022-1-1603-5239,0,0
2022-1-1603-5241,0,9
2022-1-1603-5245,0,3
2022-1-1603-5248,0,5
2022-1-1603-5255,0,7
2022-1-1603-5262,0,20
2022-1-1603-5263,0,7
2022-1-1603-5265,0,2
2022-1-1603-5273,0,0
2022-1-1603-5276,0,4
2022-1-1603-5287,0,0
2022-1-1603-5290,0,5
2022-1-1603-5297,0,6
2022-1-1603-5300,0,5
2022-1-1603-5305,0,24
2022-1-1603-5312,0,5
2022-1-1603-5318,0,2
2022-1-1603-5326,0,3
2022-1-1603-5505,0,4
2022-1-1603-5508,0,0
2022-1-1603-5509,0,6
2022-1-1603-5513,0,0
2022-1-1603-5519,0,3
2022-1-1603-5522,0,9
2022-1-1603-5524,0,0
2022-1-1603-5527,0,8
2022-1-1603-5562,0,6
2022-1-1603-5564,0,2
2022-1-1603-5568,0,3
2022-1-1603-5573,0,3
2022-1-1603-5579,0,0
2022-1-1603-5597,0,4
2022-1-1603-5609,0,4
2022-1-1603-5679,0,0
2022-1-1603-5685,0,0
2022-1-1603-5693,0,0
2022-1-1605-9125,60,1
2022-1-1605-9126,60,26
2022-1-1606-9124,60,11
2022-1-1609-9165,60,24
2022-1-1609-9167,60,61
2022-1-1609-9169,60,23
2022-1-1609-9171,60,7
2022-1-1609-9173,60,52
2022-1-1609-9175,70,76
2022-1-1609-9177,81,65
2022-1-1609-9179,60,25
2022-1-1613-9068,140,126
2022-1-1613-9070,100,74
2022-1-1613-9074,60,25
2022-1-1613-9076,60,43
2022-1-1613-9078,60,27
2022-1-1613-9080,80,77
2022-1-1613-9082,60,3
2022-1-1616-1126,30,22
2022-1-1619-1143,25,9
2022-1-1620-1144,30,18
2022-1-1620-1206,30,28
2022-1-1621-1201,30,7
2022-1-1623-1194,30,12
2022-1-1624-1158,30,6
2022-1-1625-1160,30,13
2022-1-1625-1161,30,24
2022-1-1627-1232,60,9
2022-1-1628-1182,30,23
2022-1-1636-9206,60,11
2022-1-1636-9208,60,50
2022-1-1636-9210,60,47
2022-1-1636-9212,60,5
2022-1-1637-9215,60,14
2022-1-1637-9216,70,60
2022-1-1637-9217,60,30
2022-1-1638-9218,60,57
2022-1-1638-9219,60,16
2022-1-1638-9220,60,55
2022-1-1639-9221,60,41
2022-1-1639-9223,60,19
2022-1-1639-9225,85,71
2022-1-1639-9227,60,37
2022-1-1640-9309,40,38
2022-1-1640-9310,40,38
2022-1-1640-9311,40,15
2022-1-1640-9312,40,34
2022-1-1640-9313,40,36
2022-1-1640-9314,40,39
2022-1-1641-6032,20,6
2022-1-1700-5211,0,16
2022-1-1700-5213,0,3
2022-1-1700-5219,0,4
2022-1-1700-5220,0,0
2022-1-1700-5223,0,3
2022-1-1700-5231,0,8
2022-1-1700-5233,0,8
2022-1-1700-5237,0,10
2022-1-1700-5240,0,6
2022-1-1700-5242,0,4
2022-1-1700-5244,0,6
2022-1-1700-5246,0,0
2022-1-1700-5252,0,9
2022-1-1700-5254,0,7
2022-1-1700-5258,0,5
2022-1-1700-5259,0,3
2022-1-1700-5261,0,0
2022-1-1700-5270,0,6
2022-1-1700-5271,0,0
2022-1-1700-5280,0,5
2022-1-1700-5281,0,12
2022-1-1700-5283,0,3
2022-1-1700-5284,0,0
2022-1-1700-5289,0,10
2022-1-1700-5292,0,0
2022-1-1700-5294,0,10
2022-1-1700-5296,0,5
2022-1-1700-5298,0,0
2022-1-1700-5303,0,15
2022-1-1700-5306,0,0
2022-1-1700-5309,0,7
2022-1-1700-5314,0,4
2022-1-1700-5316,0,5
2022-1-1700-5317,0,3
2022-1-1700-5319,0,4
2022-1-1700-5324,0,4
2022-1-1700-5327,0,6
2022-1-1700-5503,0,2
2022-1-1700-5506,0,13
2022-1-1700-5510,0,2
2022-1-1700-5514,0,5
2022-1-1700-5517,0,4
2022-1-1700-5520,0,0
2022-1-1700-5525,0,0
2022-1-1700-5532,0,14
2022-1-1700-5534,0,6
2022-1-1700-5561,0,6
2022-1-1700-5565,0,3
2022-1-1700-5569,0,4
2022-1-1700-5574,0,2
2022-1-1700-5603,0,0
2022-1-1700-5606,0,7
2022-1-1700-5608,0,12
2022-1-1700-5686,0,0
2022-1-1706-9122,60,15
2022-1-1707-9084,60,3
2022-1-1707-9086,60,39
2022-1-1707-9088,60,5
2022-1-1707-9090,90,85
2022-1-1707-9092,60,59
2022-1-1707-9094,65,56
2022-1-1708-9096,60,59
2022-1-1708-9097,60,54
2022-1-1708-9098,60,59
2022-1-1708-9099,60,16
2022-1-1708-9100,65,59
2022-1-1709-9207,60,11
2022-1-1709-9209,60,50
2022-1-1709-9211,60,47
2022-1-1709-9213,60,5
2022-1-1710-9276,60,14
2022-1-1710-9278,70,75
2022-1-1712-9242,60,7
2022-1-1712-9246,60,22
2022-1-1712-9248,65,65
2022-1-1712-9250,65,64
2022-1-1712-9252,60,13
2022-1-1712-9254,123,119
2022-1-1714-9134,60,22
2022-1-1714-9135,60,41
2022-1-1716-1118,30,8
2022-1-1718-1128,30,21
2022-1-1719-1132,25,19
2022-1-1719-1216,5,1
2022-1-1720-1138,30,10
2022-1-1721-1148,30,14
2022-1-1722-1156,30,4
2022-1-1723-1162,30,1
2022-1-1723-1219,30,5
2022-1-1724-1205,30,20
2022-1-1725-1027,0,0
2022-1-1725-1031,0,0
2022-1-1725-1037,0,3
2022-1-1725-1187,0,0
2022-1-1725-1191,0,0
2022-1-1726-1020,0,2
2022-1-1726-1025,0,2
2022-1-1726-1036,0,0
2022-1-1726-1046,0,5
2022-1-1726-1185,0,0
2022-1-1726-1192,0,0
2022-1-1727-1019,0,2
2022-1-1727-1032,0,0
2022-1-1728-1015,0,2
2022-1-1728-1017,0,0
2022-1-1729-1021,0,0
2022-1-1729-1041,0,0
2022-1-1730-1171,30,10
2022-1-1730-1172,30,7
2022-1-1731-3036,20,7
2022-1-1731-3037,25,20
2022-1-1731-3038,20,17
2022-1-1732-3010,40,15
2022-1-1732-3011,40,15
2022-1-1733-3067,30,23
2022-1-1734-3015,30,21
2022-1-1735-3016,40,26
2022-1-1736-3017,40,8
2022-1-1738-9229,60,47
2022-1-1738-9233,65,64
2022-1-1738-9235,65,64
2022-1-1738-9237,60,54
2022-1-1738-9239,70,69
2022-1-1739-9241,60,7
2022-1-1739-9245,60,22
2022-1-1739-9247,65,65
2022-1-1739-9249,65,64
2022-1-1739-9251,60,13
2022-1-1739-9253,123,119
2022-1-1740-9315,40,36
2022-1-1740-9316,25,24
2022-1-1740-9317,40,33
2022-1-1740-9321,40,36
2022-1-1741-6028,15,13
2022-1-1800-5226,0,3
2022-1-1800-5234,0,0
2022-1-1800-5235,0,3
2022-1-1800-5243,0,8
2022-1-1800-5247,0,2
2022-1-1800-5249,0,0
2022-1-1800-5250,0,4
2022-1-1800-5256,0,9
2022-1-1800-5264,0,7
2022-1-1800-5266,0,0
2022-1-1800-5268,0,0
2022-1-1800-5272,0,3
2022-1-1800-5274,0,0
2022-1-1800-5275,0,3
2022-1-1800-5277,0,3
2022-1-1800-5285,0,6
2022-1-1800-5301,0,3
2022-1-1800-5307,0,0
2022-1-1800-5311,0,6
2022-1-1800-5320,0,5
2022-1-1800-5322,0,4
2022-1-1800-5325,0,0
2022-1-1800-5507,0,11
2022-1-1800-5511,0,2
2022-1-1800-5515,0,0
2022-1-1800-5518,0,0
2022-1-1800-5521,0,7
2022-1-1800-5523,0,4
2022-1-1800-5526,0,4
2022-1-1800-5528,0,10
2022-1-1800-5530,0,0
2022-1-1800-5535,0,0
2022-1-1800-5537,0,2
2022-1-1800-5563,0,0
2022-1-1800-5566,0,2
2022-1-1800-5570,0,0
2022-1-1800-5572,0,2
2022-1-1800-5575,0,10
2022-1-1800-5577,0,3
2022-1-1800-5581,0,3
2022-1-1800-5598,0,3
2022-1-1800-5600,0,5
2022-1-1800-5641,0,3
2022-1-1800-5684,0,7
2022-1-1800-5690,0,0
2022-1-1801-9256,60,60
2022-1-1801-9258,65,58
2022-1-1801-9260,60,33
2022-1-1805-9121,60,43
2022-1-1806-9262,60,18
2022-1-1807-9106,85,82
2022-1-1807-9107,92,87
2022-1-1807-9108,60,7
2022-1-1807-9109,60,16
2022-1-1807-9110,60,10
2022-1-1808-9103,60,50
2022-1-1808-9104,70,63
2022-1-1808-9105,60,52
2022-1-1810-9123,60,27
2022-1-1813-9129,60,15
2022-1-1813-9130,60,13
2022-1-1815-9116,60,14
2022-1-1817-9111,60,14
2022-1-1817-9112,60,21
2022-1-1818-1121,30,8
2022-1-1818-1209,6,5
2022-1-1819-1115,30,13
2022-1-1819-1116,30,25
2022-1-1820-1013,0,3
2022-1-1820-1045,0,0
2022-1-1820-1049,0,0
2022-1-1820-1208,0,4
2022-1-1820-1223,0,0
2022-1-1821-1005,0,8
2022-1-1821-1014,0,3
2022-1-1821-1030,0,2
2022-1-1821-1033,0,0
2022-1-1821-1042,0,0
2022-1-1821-1047,0,9
2022-1-1821-1050,0,2
2022-1-1822-1034,0,0
2022-1-1822-1224,0,0
2022-1-1823-1016,0,4
2022-1-1823-1052,0,0
2022-1-1824-1003,0,0
2022-1-1824-1043,0,0
2022-1-1824-1048,0,0
2022-1-1824-1053,0,4
2022-1-1824-1055,0,0
2022-1-1827-7086,60,18
2022-1-1827-7088,60,30
2022-1-1828-7090,60,13
2022-1-1828-7091,60,10
2022-1-1829-7127,40,30
2022-1-1830-3012,25,6
2022-1-1830-3039,25,7
2022-1-1831-3013,30,7
2022-1-1831-3014,30,4
2022-1-1832-9255,60,60
2022-1-1832-9257,65,58
2022-1-1832-9259,60,33
2022-1-1841-6033,10,2
2022-1-2001-8363,40,3
2022-1-2002-8430,40,4
2022-1-2004-8373,50,38
2022-1-2005-8375,40,5
2022-1-2011-8337,40,5
2022-1-2012-8342,40,3
2022-1-2014-8353,40,8
2022-1-2015-8355,40,8
2022-1-2017-8364,40,9
2022-1-2020-8378,40,17
2022-1-2022-8379,40,6
2022-1-2024-8336,40,3
2022-1-2025-8332,40,17
2022-1-2026-8417,40,2
2022-1-2036-8420,40,8
2022-1-2037-8397,40,4
2022-1-2037-8398,40,1
2022-1-2037-8399,40,18
2022-1-2038-8400,40,2
2022-1-2038-8449,40,1
2022-1-2039-8402,40,3
2022-1-2039-8404,40,2
2022-1-2040-8093,50,35
2022-1-2040-8094,40,6
2022-1-2040-8095,40,6
2022-1-2042-8345,80,70
2022-1-2042-8346,40,7
2022-1-2042-8347,40,5
2022-1-2045-8406,40,28
2022-1-2045-8407,40,13
2022-1-2045-8408,40,5
2022-1-2045-8409,40,7
2022-1-2048-8418,40,11
2022-1-2048-8419,40,11
2022-1-2051-8352,40,13
2022-1-2052-8338,40,10
2022-1-2053-8370,40,10
2022-1-2055-8394,40,19
2022-1-2055-8436,40,1
2022-1-2056-8395,40,8
2022-1-2057-8396,40,6
2022-1-2058-8354,40,17
2022-1-2061-8405,40,1
2022-1-2065-8392,40,6
2022-1-2066-8393,40,8
2022-1-2070-8410,40,5
2022-1-2073-8365,40,16
2022-1-2073-8367,40,4
2022-1-2074-8382,40,24
2022-1-2074-8383,40,1
2022-1-2074-8384,40,20
2022-1-2075-8385,40,1
2022-1-2075-8386,40,28
2022-1-2076-8387,40,4
2022-1-2076-8388,40,10
2022-1-2077-8356,40,5
2022-1-2078-8361,40,1
2022-1-2081-8411,40,3
2022-1-2081-8412,40,4
2022-1-2082-8413,40,4
2022-1-2082-8414,40,2
2022-1-2082-8415,40,2
2022-1-2083-8416,40,17
2022-1-2084-8349,40,13
2022-1-2084-8350,40,11
2022-1-2087-8340,40,9
2022-1-2088-8389,40,7
2022-1-2088-8391,40,9
2022-1-2089-8390,40,4
2022-1-2091-5545,25,12
2022-2-0652-3033  Modalidad,0,0
2022-2-0853-3047  Modalidad,0,0
2022-2-1049-5596  Modalidad,0,0
2022-2-1503-5398,0,0
2022-2-1503-5405,0,0
2022-2-1503-5407,0,0
2022-2-1503-5419,0,0
2022-2-1503-5428,0,0
2022-2-1503-5432,0,0
2022-2-1503-5437,0,0
2022-2-1503-5442,0,0
2022-2-1503-5454,0,0
2022-2-1503-5456,0,0
2022-2-1503-5461,0,0
2022-2-1503-5462,0,0
2022-2-1503-5472,0,0
2022-2-1503-5474,0,0
2022-2-1503-5477,0,0
2022-2-1503-5479,0,0
2022-2-1503-5481,0,0
2022-2-1503-5483,0,0
2022-2-1503-5485,0,0
2022-2-1503-5495,0,0
2022-2-1503-5498,0,0
2022-2-1503-5500,0,0
2022-2-1503-5502,0,0
2022-2-1503-5505,0,0
2022-2-1503-5507,0,0
2022-2-1503-5514,0,0
2022-2-1503-5515,0,0
2022-2-1503-5527,0,0
2022-2-1503-5531,0,0
2022-2-1503-5534,0,0
2022-2-1503-5538,0,0
2022-2-1503-5542,0,0
2022-2-1503-5544,0,0
2022-2-1503-5552,0,0
2022-2-1503-5558,0,0
2022-2-1503-5559,0,0
2022-2-1503-5561,0,0
2022-2-1503-5578,0,0
2022-2-1503-5580,0,0
2022-2-1503-5584,0,0
2022-2-1503-5588,0,0
2022-2-1603-5393,0,0
2022-2-1603-5396,0,0
2022-2-1603-5401,0,0
2022-2-1603-5403,0,0
2022-2-1603-5409,0,0
2022-2-1603-5412,0,0
2022-2-1603-5414,0,0
2022-2-1603-5416,0,0
2022-2-1603-5420,0,0
2022-2-1603-5425,0,0
2022-2-1603-5438,0,0
2022-2-1603-5440,0,0
2022-2-1603-5444,0,0
2022-2-1603-5447,0,0
2022-2-1603-5451,0,0
2022-2-1603-5452,0,0
2022-2-1603-5457,0,0
2022-2-1603-5458,0,0
2022-2-1603-5464,0,0
2022-2-1603-5467,0,0
2022-2-1603-5468,0,0
2022-2-1603-5470,0,0
2022-2-1603-5487,0,0
2022-2-1603-5489,0,0
2022-2-1603-5491,0,0
2022-2-1603-5493,0,0
2022-2-1603-5508,0,0
2022-2-1603-5511,0,0
2022-2-1603-5513,0,0
2022-2-1603-5516,0,0
2022-2-1603-5518,0,0
2022-2-1603-5519,0,0
2022-2-1603-5521,0,0
2022-2-1603-5523,0,0
2022-2-1603-5529,0,0
2022-2-1603-5533,0,0
2022-2-1603-5535,0,0
2022-2-1603-5539,0,0
2022-2-1603-5550,0,0
2022-2-1603-5556,0,0
2022-2-1603-5562,0,0
2022-2-1603-5582,0,0
2022-2-1700-5392,0,0
2022-2-1700-5394,0,0
2022-2-1700-5399,0,0
2022-2-1700-5402,0,0
2022-2-1700-5404,0,0
2022-2-1700-5408,0,0
2022-2-1700-5413,0,0
2022-2-1700-5415,0,0
2022-2-1700-5417,0,0
2022-2-1700-5421,0,0
2022-2-1700-5423,0,0
2022-2-1700-5426,0,0
2022-2-1700-5429,0,0
2022-2-1700-5433,0,0
2022-2-1700-5435,0,0
2022-2-1700-5443,0,0
2022-2-1700-5449,0,0
2022-2-1700-5450,0,0
2022-2-1700-5459,0,0
2022-2-1700-5463,0,0
2022-2-1700-5465,0,0
2022-2-1700-5471,0,0
2022-2-1700-5475,0,0
2022-2-1700-5480,0,0
2022-2-1700-5484,0,0
2022-2-1700-5496,0,0
2022-2-1700-5499,0,0
2022-2-1700-5503,0,0
2022-2-1700-5506,0,0
2022-2-1700-5509,0,0
2022-2-1700-5520,0,0
2022-2-1700-5526,0,0
2022-2-1700-5528,0,0
2022-2-1700-5536,0,0
2022-2-1700-5540,0,0
2022-2-1700-5545,0,0
2022-2-1700-5546,0,0
2022-2-1700-5548,0,0
2022-2-1700-5553,0,0
2022-2-1700-5555,0,0
2022-2-1700-5560,0,0
2022-2-1700-5563,0,0
2022-2-1700-5579,0,0
2022-2-1700-5583,0,0
2022-2-1700-5585,0,0
2022-2-1700-5593,0,0
2022-2-1700-5597,0,0
2022-2-1725-1087,0,0
2022-2-1725-1091,0,0
2022-2-1725-1093,0,0
2022-2-1725-1101,0,0
2022-2-1725-1107,0,0
2022-2-1725-1116,0,0
2022-2-1725-1121,0,0
2022-2-1725-1131,0,0
2022-2-1726-1088,0,0
2022-2-1726-1092,0,0
2022-2-1726-1095,0,0
2022-2-1726-1103,0,0
2022-2-1726-1110,0,0
2022-2-1726-1117,0,0
2022-2-1726-1123,0,0
2022-2-1726-1132,0,0
2022-2-1727-1089,0,0
2022-2-1727-1097,0,0
2022-2-1727-1108,0,0
2022-2-1727-1112,0,0
2022-2-1727-1133,0,0
2022-2-1728-1105,0,0
2022-2-1728-1134,0,0
2022-2-1729-1090,0,0
2022-2-1729-1099,0,0
2022-2-1729-1118,0,0
2022-2-1729-1135,0,0
2022-2-1800-5395,0,0
2022-2-1800-5397,0,0
2022-2-1800-5400,0,0
2022-2-1800-5406,0,0
2022-2-1800-5410,0,0
2022-2-1800-5411,0,0
2022-2-1800-5418,0,0
2022-2-1800-5422,0,0
2022-2-1800-5424,0,0
2022-2-1800-5427,0,0
2022-2-1800-5430,0,0
2022-2-1800-5431,0,0
2022-2-1800-5434,0,0
2022-2-1800-5436,0,0
2022-2-1800-5439,0,0
2022-2-1800-5441,0,0
2022-2-1800-5445,0,0
2022-2-1800-5446,0,0
2022-2-1800-5448,0,0
2022-2-1800-5453,0,0
2022-2-1800-5455,0,0
2022-2-1800-5460,0,0
2022-2-1800-5466,0,0
2022-2-1800-5469,0,0
2022-2-1800-5473,0,0
2022-2-1800-5476,0,0
2022-2-1800-5478,0,0
2022-2-1800-5482,0,0
2022-2-1800-5486,0,0
2022-2-1800-5488,0,0
2022-2-1800-5490,0,0
2022-2-1800-5492,0,0
2022-2-1800-5494,0,0
2022-2-1800-5497,0,0
2022-2-1800-5501,0,0
2022-2-1800-5504,0,0
2022-2-1800-5510,0,0
2022-2-1800-5512,0,0
2022-2-1800-5517,0,0
2022-2-1800-5522,0,0
2022-2-1800-5524,0,0
2022-2-1800-5525,0,0
2022-2-1800-5530,0,0
2022-2-1800-5532,0,0
2022-2-1800-5537,0,0
2022-2-1800-5541,0,0
2022-2-1800-5543,0,0
2022-2-1800-5547,0,0
2022-2-1800-5549,0,0
2022-2-1800-5551,0,0
2022-2-1800-5554,0,0
2022-2-1800-5557,0,0
2022-2-1800-5577,0,0
2022-2-1820-1094,0,0
2022-2-1820-1102,0,0
2022-2-1820-1122,0,0
2022-2-1820-1127,0,0
2022-2-1820-1129,0,0
2022-2-1820-1159,0,0
2022-2-1821-1096,0,0
2022-2-1821-1104,0,0
2022-2-1821-1111,0,0
2022-2-1821-1114,0,0
2022-2-1821-1119,0,0
2022-2-1821-1124,0,0
2022-2-1821-1126,0,0
2022-2-1821-1130,0,0
2022-2-1821-1136,0,0
2022-2-1822-1098,0,0
2022-2-1822-1113,0,0
2022-2-1822-1125,0,0
2022-2-1823-1106,0,0
2022-2-1823-1109,0,0
2022-2-1824-1100,0,0
2022-2-1824-1115,0,0
2022-2-1824-1120,0,0
2022-2-1824-1128,0,0
2022-2-1824-1137,0,0
2022-2-0001-4165,65,62
2022-2-0001-4166,65,63
2022-2-0001-4167,65,24
2022-2-0001-4168,65,45
2022-2-0001-4169,45,16
2022-2-0001-4170,65,9
2022-2-0001-4171,65,16
2022-2-0002-4196,65,13
2022-2-0002-4197,65,7
2022-2-0002-4198,65,31
2022-2-0002-4323,65,5
2022-2-0002-4199,65,9
2022-2-0002-4200,65,8
2022-2-0003-4201,65,9
2022-2-0003-4202,65,16
2022-2-0004-4203,65,4
2022-2-0004-4204,65,5
2022-2-0004-4342,65,11
2022-2-0005-4104,75,75
2022-2-0005-4105,65,65
2022-2-0005-4106,65,65
2022-2-0005-4107,65,65
2022-2-0005-4108,115,114
2022-2-0005-4109,74,14
2022-2-0005-4110,45,45
2022-2-0005-4111,65,65
2022-2-0005-4112,65,55
2022-2-0005-4113,95,95
2022-2-0005-4114,65,26
2022-2-0005-4115,100,100
2022-2-0006-4347,110,106
2022-2-0006-4126,90,86
2022-2-0006-4127,65,12
2022-2-0006-4128,65,25
2022-2-0006-4129,65,56
2022-2-0006-4130,74,9
2022-2-0006-4131,65,11
2022-2-0006-4132,65,39
2022-2-0006-4133,65,34
2022-2-0006-4134,65,18
2022-2-0006-4135,65,20
2022-2-0006-4136,80,75
2022-2-0007-4000,70,67
2022-2-0007-4001,70,68
2022-2-0007-4002,65,65
2022-2-0007-4003,36,28
2022-2-0007-4004,65,2
2022-2-0007-4005,65,65
2022-2-0007-4006,65,14
2022-2-0007-4007,65,2
2022-2-0007-4008,65,12
2022-2-0007-4009,90,90
2022-2-0007-4010,65,13
2022-2-0008-4039,65,22
2022-2-0008-4040,75,72
2022-2-0008-4041,65,65
2022-2-0008-4042,75,72
2022-2-0008-4043,65,55
2022-2-0008-4045,74,55
2022-2-0008-4046,90,90
2022-2-0008-4047,75,75
2022-2-0008-4048,65,65
2022-2-0008-4049,65,65
2022-2-0008-4050,130,130
2022-2-0008-4051,65,12
2022-2-0008-4052,65,55
2022-2-0008-4053,100,100
2022-2-0008-4054,74,19
2022-2-0008-4055,65,19
2022-2-0008-4056,65,40
2022-2-0008-4057,65,56
2022-2-0008-4058,56,22
2022-2-0008-4059,65,24
2022-2-0009-4343,65,55
2022-2-0009-4172,65,64
2022-2-0009-4173,35,6
2022-2-0009-4174,41,7
2022-2-0009-4175,41,19
2022-2-0009-4176,65,23
2022-2-0009-4177,65,65
2022-2-0009-4178,65,55
2022-2-0009-4179,87,85
2022-2-0009-4180,65,19
2022-2-0010-4188,65,14
2022-2-0010-4189,65,9
2022-2-0010-4190,29,11
2022-2-0010-4191,65,55
2022-2-0010-4192,65,41
2022-2-0010-4193,65,52
2022-2-0010-4194,99,99
2022-2-0011-4205,65,28
2022-2-0012-4206,65,12
2022-2-0014-4195,65,43
2022-2-0025-9140,60,37
2022-2-0036-9086,60,13
2022-2-0036-9088,60,8
2022-2-0036-9090,60,37
2022-2-0036-9092,68,62
2022-2-0036-9094,60,2
2022-2-0036-9096,90,90
2022-2-0036-9098,60,53
2022-2-0065-5329,25,19
2022-2-0068-5357,25,24
2022-2-0069-5366,120,71
2022-2-0077-9146,60,58
2022-2-0077-9148,60,4
2022-2-0079-5321,25,23
2022-2-0079-5322,25,24
2022-2-0083-4209,65,21
2022-2-0083-4210,41,4
2022-2-0085-8275,30,30
2022-2-0088-4211,65,42
2022-2-0091-4011,65,65
2022-2-0091-4012,65,65
2022-2-0091-4352,35,35
2022-2-0091-4013,65,38
2022-2-0091-4014,185,185
2022-2-0091-4015,65,46
2022-2-0091-4016,65,23
2022-2-0091-4017,65,19
2022-2-0091-4019,65,42
2022-2-0091-4020,65,65
2022-2-0091-4021,150,133
2022-2-0092-4060,65,42
2022-2-0092-4061,101,101
2022-2-0092-4062,65,62
2022-2-0092-4354,65,16
2022-2-0092-4063,270,270
2022-2-0092-4064,65,65
2022-2-0092-4065,150,150
2022-2-0092-4066,85,85
2022-2-0092-4067,65,17
2022-2-0092-4068,65,5
2022-2-0092-4069,250,99
2022-2-0092-4070,35,22
2022-2-0092-4071,65,51
2022-2-0092-4072,130,75
2022-2-0092-4073,45,29
2022-2-0092-4344,65,12
2022-2-0092-4074,65,13
2022-2-0092-4075,90,68
2022-2-0092-4076,65,12
2022-2-0092-4077,87,83
2022-2-0092-4078,65,48
2022-2-0092-4079,65,1
2022-2-0092-4080,65,16
2022-2-0092-4081,74,14
2022-2-0092-4082,65,65
2022-2-0093-4116,65,56
2022-2-0093-4117,90,47
2022-2-0093-4118,65,27
2022-2-0093-4119,65,53
2022-2-0093-4120,130,129
2022-2-0093-4121,65,65
2022-2-0093-4122,170,170
2022-2-0093-4123,65,15
2022-2-0093-4124,66,66
2022-2-0093-4125,65,33
2022-2-0093-4357,65,12
2022-2-0094-4137,101,85
2022-2-0094-4138,65,64
2022-2-0094-4139,65,27
2022-2-0094-4140,85,75
2022-2-0094-4141,65,5
2022-2-0094-4142,65,21
2022-2-0094-4143,80,78
2022-2-0094-4144,80,71
2022-2-0094-4331,65,48
2022-2-0094-4145,65,13
2022-2-0094-4146,65,8
2022-2-0094-4147,65,28
2022-2-0094-4148,170,123
2022-2-0094-4149,65,62
2022-2-0094-4150,45,20
2022-2-0094-4151,65,8
2022-2-0099-5326,25,21
2022-2-0100-8059,50,37
2022-2-0100-8061,50,50
2022-2-0100-8063,50,50
2022-2-0101-5312,30,24
2022-2-0102-8065,25,13
2022-2-0102-8066,25,25
2022-2-0102-8067,25,20
