ID,Appointment,SimpAppointment
28053,Ayudante de Profesora de Asignatura ,Ayud
28054,Ayudante de Profesor de Asignatura ,Ayud
28060,Profesor de Asignatura ,PA
28064,Profesor de Asignatura ,PA
28066,Ayudante de Profesor de Asignatura ,Ayud
28069,Ayudante de Profesora de Asignatura ,Ayud
28072,Profesora de Asignatura ,PA
28075,Ayudante de Profesora de Asignatura ,Ayud
28079,Profesora de Asignatura ,PA
28081,Ayudante de Profesora de Asignatura ,Ayud
28086,Profesora de Asignatura ,PA
28088,Investigadora de Carrera Asociado ,Inv
28100,Técnico Académico Asociado ,Tec
28107,Profesor de Asignatura ,PA
28127,Profesor de Asignatura ,PA
28134,Profesor de Asignatura ,PA
28137,Ayudante de Profesora de Asignatura ,Ayud
28142,Profesora de Asignatura ,PA
28145,Ayudante de Profesora de Asignatura ,Ayud
28150,Profesora de Asignatura ,PA
28152,Ayudante de Profesor de Asignatura ,Ayud
28164,Profesor de Asignatura ,PA
28175,Profesor de Carrera Asociado ,PTC
28178,Ayudante de Profesor de Asignatura ,Ayud
28199,Profesor de Asignatura ,PA
28209,Profesor de Asignatura ,PA
28229,Técnica Académica Asociado A M.T,
28235,Profesora de Asignatura ,PA
28239,Profesor de Asignatura ,PA
28245,Profesora de Asignatura ,PA
28256,Investigador de Carrera Titular ,Inv
28275,Profesor de Asignatura ,PA
28280,Profesora de Carrera Titular ,PTC
28298,Profesor de Asignatura ,PA
28305,Profesor de Asignatura ,PA
28327,Profesora de Asignatura ,PA
28328,Ayudante de Profesora de Asignatura ,Ayud
28338,Profesora de Asignatura ,PA
28342,Investigadora de Carrera Titular ,Inv
28359,Profesor de Asignatura ,PA
28369,Profesor de Asignatura ,PA
28377,Ayudante de Profesora de Asignatura ,Ayud
28380,Profesora de Asignatura ,PA
28388,Profesor de Asignatura ,PA
28389,Investigador de Carrera Asociado ,Inv
28391,Profesora de Asignatura ,PA
28396,Profesora de Carrera Titular ,PTC
28458,Ayudante de Profesor de Asignatura ,Ayud
28463,Profesor de Asignatura ,PA
28476,Ayudante de Profesor de Asignatura ,Ayud
28512,Profesora de Asignatura ,PA
28521,Profesora de Asignatura ,PA
28553,Profesora de Asignatura ,PA
28572,Ayudante de Profesora de Asignatura ,Ayud
28573,Profesor de Asignatura ,PA
28645,Profesor de Asignatura ,PA
28666,Ayudante de Profesor de Asignatura ,Ayud
28673,Profesor de Asignatura ,PA
28692,Técnico Académico Titular ,Tec
28704,Profesor de Asignatura ,PA
28711,Profesor de Asignatura ,PA
28712,Profesora de Asignatura ,PA
28726,Técnico Académico Asociado ,Tec
28731,Profesor de Asignatura ,PA
28745,Ayudante de Profesor de Asignatura ,Ayud
28753,Ayudante de Profesora de Asignatura ,Ayud
28761,Profesora de Asignatura ,PA
28776,Profesor de Asignatura ,PA
28780,Profesora de Asignatura ,PA
28786,Profesor de Asignatura ,PA
28789,Profesora de Asignatura ,PA
28791,Profesora de Asignatura ,PA
28792,Ayudante de Profesor de Asignatura ,Ayud
28794,Profesora de Asignatura ,PA
28808,Profesor de Asignatura ,PA
28821,Profesor de Asignatura ,PA
28826,Ayudante de Profesora de Asignatura ,Ayud
28832,Ayudante de Profesor de Asignatura ,Ayud
28834,Profesor de Asignatura ,PA
28835,Ayudante de Profesor de Asignatura ,Ayud
28836,Ayudante de Profesor de Asignatura ,Ayud
28855,Investigador de Carrera Asociado ,Inv
28858,Profesora de Asignatura ,PA
28864,Ayudante de Profesora de Asignatura ,Ayud
28868,Profesora de Asignatura ,PA
28872,Profesor de Asignatura ,PA
28878,Ayudante de Profesora de Asignatura ,Ayud
28880,Ayudante de Profesora de Asignatura ,Ayud
28923,Ayudante de Profesor de Asignatura ,Ayud
28929,Ayudante de Profesor de Asignatura ,Ayud
28930,Profesora de Asignatura ,PA
28936,Profesor de Carrera Asociado ,PTC
28942,Profesor de Asignatura ,PA
28947,Ayudante de Profesora de Asignatura ,Ayud
28949,Profesor de Asignatura ,PA
28952,Profesor de Asignatura ,PA
28961,Profesora de Asignatura ,PA
28989,Ayudante de Profesor de Asignatura ,Ayud
28993,Profesora de Asignatura ,PA
29005,Profesora de Asignatura ,PA
29016,Profesor de Asignatura ,PA
29017,Profesora de Asignatura ,PA
29018,Ayudante de Profesor de Asignatura ,Ayud
29026,Ayudante de Profesora de Asignatura ,Ayud
29045,Profesor de Carrera Asociado ,PTC
29056,Ayudante de Profesor de Asignatura ,Ayud
29059,Ayudante de Profesor de Asignatura ,Ayud
29066,Profesora de Asignatura ,PA
29080,Ayudante de Profesora de Asignatura ,Ayud
29090,Investigador de Carrera Asociado ,Inv
29095,Profesora de Asignatura ,PA
29100,Ayudante de Profesor de Asignatura ,Ayud
29101,Profesora de Asignatura ,PA
29105,Profesor de Asignatura ,PA
29131,Ayudante de Profesor de Asignatura ,Ayud
29138,Ayudante de Profesora de Asignatura ,Ayud
29141,Profesor de Asignatura ,PA
29144,Profesora de Asignatura ,PA
29161,Ayudante de Profesora de Asignatura ,Ayud
29166,Investigador de Carrera Titular ,Inv
29175,Técnica Académica Asociado ,Tec
29176,Ayudante de Profesora de Asignatura ,Ayud
29193,Técnico Académico Asociado ,Tec
29203,Ayudante de Profesor de Asignatura ,Ayud
29204,Ayudante de Profesor de Asignatura ,Ayud
29210,Profesor de Carrera Asociado ,PTC
29225,Profesor de Asignatura ,PA
29232,Profesor de Asignatura ,PA
29234,Profesor de Asignatura ,PA
29245,Ayudante de Profesora de Asignatura ,Ayud
29274,Ayudante de Profesora de Asignatura ,Ayud
29299,Ayudante de Profesora de Asignatura ,Ayud
29308,Profesor de Asignatura ,PA
29309,Ayudante de Profesora de Asignatura ,Ayud
29310,Profesora de Asignatura ,PA
29314,Ayudante de Profesora de Asignatura ,Ayud
29330,Ayudante de Profesora de Asignatura ,Ayud
29332,Profesor de Asignatura ,PA
29333,Ayudante de Profesora de Asignatura ,Ayud
29344,Profesor de Asignatura ,PA
29359,Ayudante de Profesora de Asignatura ,Ayud
29391,Profesora de Asignatura ,PA
29403,Investigador de Carrera Asociado ,Inv
29410,Profesor de Asignatura ,PA
29412,Profesor de Asignatura ,PA
29430,Profesora de Carrera Asociado ,PTC
29438,Investigadora de Carrera Titular ,Inv
29444,Profesora de Carrera Titular ,PTC
29448,Profesor de Asignatura ,PA
29456,Investigador de Carrera Titular ,Inv
29462,Profesor de Asignatura ,PA
29465,Ayudante de Profesora de Asignatura ,Ayud
29467,Investigador de Carrera Titular ,Inv
29468,Profesor de Asignatura ,PA
29473,Profesora de Carrera Asociado ,PTC
29489,Ayudante de Profesora de Asignatura ,Ayud
29490,Ayudante de Profesor de Asignatura ,Ayud
29514,Ayudante de Profesora de Asignatura ,Ayud
29533,Ayudante de Profesora de Asignatura ,Ayud
29577,Profesora de Asignatura ,PA
29583,Profesor de Asignatura ,PA
29588,Profesora de Asignatura ,PA
29595,Investigador de Carrera Titular ,Inv
29618,Ayudante de Profesor de Asignatura ,Ayud
29623,Profesora de Asignatura ,PA
29625,Profesor de Asignatura ,PA
29642,Profesor de Asignatura ,PA
29656,Profesor de Asignatura ,PA
29658,Ayudante de Profesor de Asignatura ,Ayud
29675,Ayudante de Profesor de Asignatura ,Ayud
29708,Ayudante de Profesora de Asignatura ,Ayud
29714,Ayudante de Profesor de Asignatura ,Ayud
29735,Ayudante de Profesor de Asignatura ,Ayud
29776,Profesor de Asignatura ,PA
29803,Ayudante de Profesor de Asignatura ,Ayud
29810,Ayudante de Profesora de Asignatura ,Ayud
29819,Profesor de Asignatura ,PA
29820,Profesor de Carrera Titular ,PTC
29825,Ayudante de Profesor de Asignatura ,Ayud
29827,Ayudante de Profesor de Asignatura ,Ayud
29830,Profesora de Asignatura ,PA
29834,Investigadora de Carrera Asociado ,Inv
29836,Profesor de Asignatura ,PA
29840,Ayudante de Profesor de Asignatura ,Ayud
29841,Profesor de Asignatura ,PA
29845,Ayudante de Profesor de Asignatura ,Ayud
29860,Profesora de Asignatura ,PA
29866,Ayudante de Profesora de Asignatura ,Ayud
29884,Ayudante de Profesor de Asignatura ,Ayud
29886,Ayudante de Profesor de Asignatura ,Ayud
29897,Profesor de Asignatura ,PA
29898,Ayudante de Profesor de Asignatura ,Ayud
29902,Profesor de Asignatura ,PA
29903,Investigador de Carrera Asociado ,Inv
29904,Profesor de Asignatura ,PA
29905,Profesor de Asignatura ,PA
29908,Investigador de Carrera Titular ,Inv
29910,Ayudante de Profesora de Asignatura ,Ayud
29912,Profesor de Asignatura ,PA
29933,Investigadora de Carrera Asociado ,Inv
29934,Profesora de Asignatura ,PA
29935,Ayudante de Profesora de Asignatura ,Ayud
29937,Técnico Académico Asociado ,Tec
29944,Ayudante de Profesora de Asignatura ,Ayud
29954,Ayudante de Profesor de Asignatura ,Ayud
29957,Ayudante de Profesora de Asignatura ,Ayud
29969,Profesor de Asignatura ,PA
29970,Profesor de Asignatura ,PA
29976,Investigadora de Carrera Titular ,Inv
29986,Profesor de Asignatura ,PA
30006,Ayudante de Profesor de Asignatura ,Ayud
30011,Ayudante de Profesor de Asignatura ,Ayud
30012,Profesora de Asignatura ,PA
30016,Profesora de Asignatura ,PA
30022,Profesora de Asignatura ,PA
30026,Ayudante de Profesor de Asignatura ,Ayud
30034,Ayudante de Profesora de Asignatura ,Ayud
30044,Ayudante de Profesor de Asignatura ,Ayud
30046,Profesor de Asignatura ,PA
30047,Ayudante de Profesor de Asignatura ,Ayud
30056,Ayudante de Profesora de Asignatura ,Ayud
30066,Ayudante de Profesor de Asignatura ,Ayud
30069,Ayudante de Profesora de Asignatura ,Ayud
30074,Ayudante de Profesor de Asignatura ,Ayud
30076,Profesor de Asignatura ,PA
30077,Profesor de Asignatura ,PA
30080,Profesor de Asignatura ,PA
30082,Ayudante de Profesora de Asignatura ,Ayud
30103,Ayudante de Profesor de Asignatura ,Ayud
30105,Ayudante de Profesora de Asignatura ,Ayud
30118,Profesora de Asignatura ,PA
30121,Profesora de Asignatura ,PA
30130,Profesora de Asignatura ,PA
30132,Profesor de Asignatura ,PA
30134,Ayudante de Profesor de Asignatura ,Ayud
30139,Profesor de Asignatura ,PA
30144,Profesora de Asignatura ,PA
30145,Técnico Académico Titular ,Tec
30151,Ayudante de Profesora de Asignatura ,Ayud
30157,Profesora de Asignatura ,PA
30164,Profesora de Asignatura ,PA
30169,Profesora de Asignatura ,PA
30170,Ayudante de Profesor de Asignatura ,Ayud
30184,Ayudante de Profesor de Asignatura ,Ayud
30188,Ayudante de Profesor de Asignatura ,Ayud
30193,Ayudante de Profesor de Asignatura ,Ayud
30203,Profesora de Asignatura ,PA
30212,Ayudante de Profesora de Asignatura ,Ayud
30238,Ayudante de Profesora de Asignatura ,Ayud
30241,Ayudante de Profesor de Asignatura ,Ayud
30243,Profesora de Asignatura ,PA
30256,Profesora de Asignatura ,PA
30258,Ayudante de Profesor de Asignatura ,Ayud
30273,Ayudante de Profesor de Asignatura ,Ayud
30274,Ayudante de Profesora de Asignatura ,Ayud
30276,Ayudante de Profesor de Asignatura ,Ayud
30281,Ayudante de Profesor de Asignatura ,Ayud
30282,Profesor de Asignatura ,PA
30287,Ayudante de Profesor de Asignatura ,Ayud
30288,Profesor de Asignatura ,PA
30306,Profesora de Asignatura ,PA
30322,Ayudante de Profesor de Asignatura ,Ayud
30336,Ayudante de Profesor de Asignatura ,Ayud
30337,Profesora de Asignatura ,PA
30346,Ayudante de Profesor de Asignatura ,Ayud
30353,Técnico Académico Asociado ,Tec
30361,Profesor de Asignatura ,PA
30380,Profesora de Asignatura ,PA
30381,Profesora de Asignatura ,PA
30396,Profesor de Asignatura ,PA
30419,Profesora de Asignatura ,PA
30426,Profesora de Asignatura ,PA
30433,Ayudante de Profesor de Asignatura ,Ayud
30466,Profesora de Asignatura ,PA
30477,Profesora de Asignatura ,PA
30483,Profesora de Asignatura ,PA
30484,Profesor de Carrera Asociado ,PTC
30486,Profesor de Asignatura ,PA
30493,Profesora de Asignatura ,PA
30509,Profesor de Asignatura ,PA
30528,Profesor de Asignatura ,PA
30556,Investigador de Carrera Asociado ,Inv
30568,Ayudante de Profesora de Asignatura ,Ayud
30581,Profesor de Asignatura ,PA
30605,Profesora de Asignatura ,PA
30612,Ayudante de Profesor de Asignatura ,Ayud
30616,Ayudante de Profesora de Asignatura ,Ayud
30630,Ayudante de Profesor de Asignatura ,Ayud
30634,Técnica Académica Titular ,Tec
30638,Ayudante de Profesor de Asignatura ,Ayud
30658,Técnico Académico Asociado ,Tec
30682,Profesor de Asignatura ,PA
30698,Ayudante de Profesor de Asignatura ,Ayud
30714,Ayudante de Profesora de Asignatura ,Ayud
30717,Profesor de Asignatura ,PA
30718,Profesor de Asignatura ,PA
30734,Ayudante de Profesor de Asignatura ,Ayud
30746,Profesor de Asignatura ,PA
30753,Ayudante de Profesor de Asignatura ,Ayud
30757,Ayudante de Profesor de Asignatura ,Ayud
30769,Profesora de Asignatura ,PA
30779,Profesor de Asignatura ,PA
30784,Ayudante de Profesor de Asignatura ,Ayud
30796,Ayudante de Profesor de Asignatura ,Ayud
30806,Profesor de Asignatura ,PA
30811,Profesor de Asignatura ,PA
30815,Profesora de Asignatura ,PA
30830,Ayudante de Profesor de Asignatura ,Ayud
30836,Profesora de Asignatura ,PA
30850,Ayudante de Profesor de Asignatura ,Ayud
30854,Profesora de Asignatura ,PA
30860,Profesora de Asignatura ,PA
30861,Profesor de Asignatura ,PA
30879,Ayudante de Profesor de Asignatura ,Ayud
30901,Profesor de Asignatura ,PA
30910,Ayudante de Profesor de Asignatura ,Ayud
30913,Profesor de Asignatura ,PA
30922,Ayudante de Profesor de Asignatura ,Ayud
30926,Profesor de Asignatura ,PA
30934,Profesora de Asignatura ,PA
30938,Técnico Académico Asociado ,Tec
30939,Profesor de Asignatura ,PA
30944,Ayudante de Profesora de Asignatura ,Ayud
30960,Profesora de Asignatura ,PA
30964,Profesor de Asignatura ,PA
30967,Ayudante de Profesor de Asignatura ,Ayud
30968,Profesora de Asignatura ,PA
30979,Profesora de Asignatura ,PA
30981,Profesora de Asignatura ,PA
30997,Ayudante de Profesor de Asignatura ,Ayud
31009,Ayudante de Profesor de Asignatura ,Ayud
31014,Profesor de Asignatura ,PA
31023,Ayudante de Profesor de Asignatura ,Ayud
31029,Ayudante de Profesor de Asignatura ,Ayud
31030,Ayudante de Profesora de Asignatura ,Ayud
31040,Profesor de Asignatura ,PA
31045,Profesor de Asignatura ,PA
31047,Ayudante de Profesor de Asignatura ,Ayud
31055,Profesora de Asignatura ,PA
31077,Profesora de Asignatura ,PA
31080,Técnica Académica Titular ,Tec
31091,Ayudante de Profesora de Asignatura ,Ayud
31097,Ayudante de Profesora de Asignatura ,Ayud
31109,Profesora de Asignatura ,PA
31111,Profesora de Asignatura ,PA
31114,Ayudante de Profesora de Asignatura ,Ayud
31130,Ayudante de Profesora de Asignatura ,Ayud
31131,Profesor de Asignatura ,PA
31134,Ayudante de Profesora de Asignatura ,Ayud
31135,Profesora de Asignatura ,PA
31138,Técnica Académica Titular ,Tec
31142,Profesor de Asignatura ,PA
31143,Ayudante de Profesora de Asignatura ,Ayud
31150,Profesor de Asignatura ,PA
31154,Profesora de Carrera Titular ,PTC
31155,Profesora de Asignatura ,PA
31156,Profesora de Asignatura ,PA
31157,Profesora de Carrera Asociado ,PTC
31158,Ayudante de Profesor de Asignatura ,Ayud
31162,Profesora de Asignatura ,PA
31167,Profesor de Asignatura ,PA
31171,Profesor de Asignatura ,PA
31173,Ayudante de Profesor de Asignatura ,Ayud
31192,Profesor de Asignatura ,PA
31195,Ayudante de Profesor de Asignatura ,Ayud
31198,Ayudante de Profesor de Asignatura ,Ayud
31199,Profesor de Asignatura ,PA
31208,Ayudante de Profesor de Asignatura ,Ayud
31216,Profesor de Asignatura ,PA
31219,Profesor de Asignatura ,PA
31221,Ayudante de Profesora de Asignatura ,Ayud
31223,Técnica Académica Asociado ,Tec
31236,Ayudante de Profesor de Asignatura ,Ayud
31238,Investigador de Carrera Titular ,Inv
31247,Ayudante de Profesor de Asignatura ,Ayud
31274,Profesor de Asignatura ,PA
31279,Ayudante de Profesor de Asignatura ,Ayud
31285,Ayudante de Profesor de Asignatura ,Ayud
31289,Ayudante de Profesora de Asignatura ,Ayud
31296,Ayudante de Profesor de Asignatura ,Ayud
31313,Ayudante de Profesor de Asignatura ,Ayud
31318,Ayudante de Profesora de Asignatura ,Ayud
31324,Ayudante de Profesor de Asignatura ,Ayud
31333,Profesor de Asignatura ,PA
31341,Profesor de Asignatura ,PA
31342,Ayudante de Profesora de Asignatura ,Ayud
31359,Profesor de Asignatura ,PA
31366,Ayudante de Profesora de Asignatura ,Ayud
31393,Profesora de Carrera Asociado ,PTC
31394,Profesor de Asignatura ,PA
31402,Ayudante de Profesora de Asignatura ,Ayud
31413,Ayudante de Profesor de Asignatura ,Ayud
31420,Ayudante de Profesor de Asignatura ,Ayud
31431,Investigador de Carrera Titular ,Inv
31441,Ayudante de Profesora de Asignatura ,Ayud
31459,Profesor de Asignatura ,PA
31482,Ayudante de Profesor de Asignatura ,Ayud
31483,Ayudante de Profesor de Asignatura ,Ayud
31484,Ayudante de Profesor de Asignatura ,Ayud
31491,Profesora de Asignatura ,PA
31499,Profesora de Asignatura ,PA
31506,Profesor de Asignatura ,PA
31508,Profesor de Carrera Titular ,PTC
31518,Profesora de Asignatura ,PA
31527,Profesora de Carrera Titular ,PTC
31543,Profesora de Asignatura ,PA
31549,Profesora de Asignatura ,PA
31561,Técnico Académico Titular ,Tec
31567,Técnica Académica Asociado ,Tec
31576,Profesor de Asignatura ,PA
31592,Profesor de Asignatura ,PA
31593,Profesora de Asignatura ,PA
31595,Profesora de Asignatura ,PA
31598,Profesor de Asignatura ,PA
31602,Profesora de Asignatura ,PA
31604,Ayudante de Profesor de Asignatura ,Ayud
31606,Ayudante de Profesor de Asignatura ,Ayud
31622,Profesor de Asignatura ,PA
31624,Ayudante de Profesor de Asignatura ,Ayud
31626,Ayudante de Profesor de Asignatura ,Ayud
31646,Ayudante de Profesor de Asignatura ,Ayud
31648,Ayudante de Profesor de Asignatura ,Ayud
31652,Ayudante de Profesor de Asignatura ,Ayud
31668,Ayudante de Profesor de Asignatura ,Ayud
31671,Investigador de Carrera Titular ,Inv
31684,Profesora de Asignatura ,PA
31686,Profesora de Asignatura ,PA
31709,Profesor de Asignatura ,PA
31710,Ayudante de Profesor de Asignatura ,Ayud
31711,Técnica Académica Titular T,
31717,Investigadora de Carrera Asociado ,Inv
31725,Ayudante de Profesor de Asignatura ,Ayud
31731,Investigador de Carrera Titular ,Inv
31750,Profesor de Asignatura ,PA
31751,Ayudante de Profesor de Asignatura ,Ayud
31755,Ayudante de Profesor de Asignatura ,Ayud
31763,Profesor de Asignatura ,PA
31777,Profesor de Asignatura ,PA
31782,Profesor de Asignatura ,PA
31786,Profesor de Asignatura ,PA
31790,Investigadora de Carrera Asociado ,Inv
31819,Profesora de Asignatura ,PA
31825,Investigador de Carrera Asociado ,Inv
31832,Ayudante de Profesora de Asignatura ,Ayud
31836,Profesora de Asignatura ,PA
31840,Ayudante de Profesor de Asignatura ,Ayud
31841,Ayudante de Profesor de Asignatura ,Ayud
31852,Profesora de Asignatura ,PA
31855,Profesor de Asignatura ,PA
31863,Ayudante de Profesora de Asignatura ,Ayud
31879,Ayudante de Profesor de Asignatura ,Ayud
31880,Profesor de Carrera Asociado ,PTC
31882,Ayudante de Profesor de Asignatura ,Ayud
31884,Ayudante de Profesora de Asignatura ,Ayud
31886,Ayudante de Profesor de Asignatura ,Ayud
31887,Ayudante de Profesor de Asignatura ,Ayud
31893,Investigador de Carrera Asociado ,Inv
31902,Ayudante de Profesora de Asignatura ,Ayud
31911,Ayudante de Profesor de Asignatura ,Ayud
31917,Profesor de Asignatura ,PA
31943,Ayudante de Profesora de Asignatura ,Ayud
31944,Profesora de Asignatura ,PA
31958,Ayudante de Profesor de Asignatura ,Ayud
31959,Profesora de Asignatura ,PA
31980,Profesor de Asignatura ,PA
31982,Ayudante de Profesora de Asignatura ,Ayud
32011,Técnico Académico Asociado ,Tec
32022,Profesor de Carrera Asociado ,PTC
32044,Ayudante de Profesor de Asignatura ,Ayud
32046,Profesora de Asignatura ,PA
32048,Profesor de Asignatura ,PA
32053,Profesora de Carrera Asociado ,PTC
32061,Ayudante de Profesor de Asignatura ,Ayud
32062,Técnica Académica Titular ,Tec
32068,Profesora de Asignatura ,PA
